speaker,start_time,end_time,utterance,duration_in_seconds,start_time_in_seconds,end_time_in_seconds,bubble_idx,opportunities_to_respond,wait_times,presses_for_explanation,open_ended_questions,praises,behavior_specific_praises,academic_specific_praises
group,13m 28s,13m 34s,[Untranscribed],6.11,808.12,814.23,167,,,,,,,
teacher,13m 34s,13m 34s,"Okay, Wait.",0.48,814.23,814.71,168,,,,,,,
teacher,13m 34s,13m 35s,Hold on.,0.48,814.71,815.19,168,,,,,,,
student,13m 35s,13m 37s,[Untranscribed],2.32,815.19,817.51,169,,,,,,,
teacher,13m 37s,13m 38s,"I need sticky notes, y'.",1.399,817.51,818.909,170,,,,,,,
student,13m 38s,13m 39s,All.,0.2,818.909,819.109,171,,,,,,,
student,13m 39s,13m 41s,,2.481,819.109,821.59,171,,,,,,,
student,13m 41s,13m 41s,What?,0.4,821.59,821.99,171,,,,,,,
student,13m 41s,13m 43s,,1.68,821.99,823.67,171,,,,,,,
teacher,13m 43s,13m 45s,I'll figure out a day for you.,1.6,823.67,825.27,172,,,,,,,
student,13m 45s,13m 47s,[Untranscribed],1.92,825.27,827.19,173,,,,,,,
teacher,13m 47s,13m 48s,I swear nothing wrong to you.,1.62,827.19,828.81,174,,,,,,,
student,13m 48s,13m 49s,Grab me.,0.6,828.81,829.41,175,,,,,,,
student,13m 49s,13m 50s,,0.64,829.41,830.05,175,,,,,,,
student,13m 50s,13m 50s,"No,",0.4,830.05,830.45,175,,,,,,,
student,13m 50s,13m 57s,,7.36,830.45,837.81,175,,,,,,,
teacher,13m 57s,13m 58s,"I know, but it.",0.92,837.81,838.73,176,,,,,,,
teacher,13m 58s,13m 59s,It won't let you hit next.,1.2,838.73,839.93,176,,,,,,,
teacher,13m 59s,14m 0s,Right?,0.36,839.93,840.29,176,,,,,,,
teacher,14m 0s,14m 1s,,0.96,840.29,841.25,176,,,,,,,
student,14m 1s,14m 2s,"No, really.",1.36,841.25,842.61,177,,,,,,,
student,14m 2s,14m 2s,,0.24,842.61,842.85,177,,,,,,,
teacher,14m 2s,14m 4s,I don't think that I can be.,1.36,842.85,844.21,178,,,,,,,
student,14m 4s,14m 5s,[Untranscribed],1.28,844.21,845.49,179,,,,,,,
teacher,14m 5s,14m 6s,Reload it.,0.8,845.49,846.29,180,,,,,,,
teacher,14m 6s,14m 7s,,0.8,846.29,847.09,180,,,,,,,
media,14m 7s,14m 7s,I need to be tagged.,0.8,847.09,847.89,181,,,,,,,
teacher,14m 7s,14m 9s,My name Max Giles.,1.12,847.89,849.01,182,,,,,,,
student,14m 9s,14m 10s,,1.92,849.01,850.93,183,,,,,,,
student,14m 10s,14m 11s,I have Bat Hol.,0.96,850.93,851.89,183,,,,,,,
group,14m 11s,14m 20s,[Untranscribed],8.11,851.89,860,184,,,,,,,
student,14m 20s,14m 21s,[Untranscribed],1.98,860,861.98,185,,,,,,,
teacher,14m 21s,14m 22s,I'm sorry.,0.56,861.98,862.54,186,,,,,,,
teacher,14m 22s,14m 23s,Let's just give up on it today.,1.28,862.54,863.82,186,,,,,,,
teacher,14m 23s,14m 24s,,0.88,863.82,864.7,186,,,,,,,
student,14m 24s,14m 25s,Spell something wrong?,1.04,864.7,865.74,187,,,,,,,
student,14m 25s,14m 26s,,0.64,865.74,866.38,187,,,,,,,
student,14m 26s,14m 26s,No.,0.4,866.38,866.78,187,,,,,,,
student,14m 26s,14m 28s,,1.36,866.78,868.14,187,,,,,,,
teacher,14m 28s,14m 29s,Go ahead and put away your Chromebook.,1.68,868.14,869.82,188,,,,,,,
teacher,14m 29s,14m 30s,,0.843,869.82,870.663,188,,,,,,,
silence,14m 30s,14m 32s,,1.822,870.663,872.485,189,,,,,,,
student,14m 32s,14m 35s,[Untranscribed],2.515,872.485,875,190,,,,,,,
group,14m 35s,14m 41s,[Untranscribed],6.56,875,881.56,191,,,,,,,
teacher,14m 41s,14m 41s,Yes.,0.32,881.56,881.88,192,,,,,,,
teacher,14m 41s,14m 42s,Sorry.,0.48,881.88,882.36,192,,,,,,,
teacher,14m 42s,14m 47s,,5.0,882.36,887.36,192,,,,,,,
group,14m 47s,14m 49s,[Untranscribed],2.52,887.36,889.88,193,,,,,,,
teacher,14m 49s,14m 50s,Okay.,0.44,889.88,890.32,194,,,,,,,
teacher,14m 50s,14m 51s,Put your Chromebooks away.,1.08,890.32,891.4,194,,,,,,,
group,14m 51s,15m 1s,[Untranscribed],9.84,891.4,901.24,195,,,,,,,
teacher,15m 1s,15m 2s,I don't even know what I'm doing.,1.2,901.24,902.44,196,,,,,,,
group,15m 2s,15m 4s,[Untranscribed],2.0,902.44,904.44,197,,,,,,,
teacher,15m 4s,15m 5s,I'll figure it out.,1.04,904.44,905.48,198,,,,,,,
teacher,15m 5s,15m 6s,Thanks for telling me.,0.88,905.48,906.36,198,,,,,,,
teacher,15m 6s,15m 6s,,0.08,906.36,906.44,198,,,,,,,
teacher,15m 6s,15m 9s,Will you shoot me an email and tell me what days are going to miss?,3.12,906.44,909.56,198,,,,,,,
teacher,15m 9s,15m 10s,,0.64,909.56,910.2,198,,,,,,,
teacher,15m 10s,15m 10s,Okay.,0.48,910.2,910.68,198,,,,,,,
teacher,15m 10s,15m 12s,"I know we're leaving, like, Saturday.",1.84,910.68,912.52,198,,,,,,,
student,15m 12s,15m 13s,,1.36,912.52,913.88,199,,,,,,,
student,15m 13s,15m 16s,I don't think I'll be next week.,2.24,913.88,916.12,199,,,,,,,
student,15m 16s,15m 16s,Okay.,0.48,916.12,916.6,199,,,,,,,
student,15m 16s,15m 16s,,0.24,916.6,916.84,199,,,,,,,
teacher,15m 16s,15m 20s,Go home and double check with your parents or whoever you're going with.,3.48,916.84,920.32,200,,,,,,,
student,15m 20s,15m 21s,It just kind of depends on the little kid.,1.64,920.32,921.96,201,,,,,,,
student,15m 21s,15m 22s,,0.08,921.96,922.04,201,,,,,,,
student,15m 22s,15m 22s,Okay.,0.56,922.04,922.6,201,,,,,,,
group,15m 22s,15m 24s,[Untranscribed],2.24,922.6,924.84,202,,,,,,,
teacher,15m 24s,15m 25s,All right.,0.48,924.84,925.32,203,,,,,,,
teacher,15m 25s,15m 26s,Send me an estimate.,0.96,925.32,926.28,203,,,,,,,
teacher,15m 26s,15m 26s,Okay.,0.64,926.28,926.92,203,,,,,,,
teacher,15m 26s,15m 27s,,0.08,926.92,927.0,203,,,,,,,
teacher,15m 27s,15m 28s,Chromebooks are closed.,1.24,927.0,928.24,203,,,,,,,
teacher,15m 28s,15m 29s,You should have your worksheet out.,1.4,928.24,929.64,203,,,,,,,
teacher,15m 29s,15m 30s,,0.96,929.64,930.6,203,,,,,,,
teacher,15m 30s,15m 31s,Water?,0.4,930.6,931.0,203,,,,,,,
teacher,15m 31s,15m 31s,Yeah.,0.4,931.0,931.4,203,,,,,,,
teacher,15m 31s,15m 32s,"Oh, should we.",0.72,931.4,932.12,203,,,,,,,
teacher,15m 32s,15m 32s,Sorry.,0.36,932.12,932.48,203,,,,,,,
teacher,15m 32s,15m 33s,I'm really tired.,0.68,932.48,933.16,203,,,,,,,
student,15m 33s,15m 34s,Should be that teacher.,1.04,933.16,934.2,204,,,,,,,
student,15m 34s,15m 36s,,2.77,934.2,936.97,204,,,,,,,
student,15m 36s,15m 40s,"If I'm able to get tagged, then I would like to be tagged.",3.44,936.97,940.41,204,,,,,,,
student,15m 40s,15m 41s,But I don't know if I'll be able to.,1.48,940.41,941.89,204,,,,,,,
student,15m 41s,15m 43s,I'm already tagged for a lot of things.,1.72,941.89,943.61,204,,,,,,,
student,15m 43s,15m 44s,Okay.,0.56,943.61,944.17,204,,,,,,,
student,15m 44s,15m 44s,,0.08,944.17,944.25,204,,,,,,,
student,15m 44s,15m 44s,Okay.,0.52,944.25,944.77,204,,,,,,,
teacher,15m 44s,15m 45s,I'll write you down.,0.8,944.77,945.57,205,,,,,,,
teacher,15m 45s,15m 46s,"Thanks, Thomas.",0.76,945.57,946.33,205,,,,,,,
student,15m 46s,15m 49s,[Untranscribed],3.28,946.33,949.61,206,,,,,,,
teacher,15m 49s,15m 50s,Okie.,0.56,949.61,950.17,207,,,,,,,
teacher,15m 50s,15m 51s,Dokie artichokies.,1.28,950.17,951.45,207,,,,,,,
student,15m 51s,16m 3s,[Untranscribed],11.61,951.45,963.06,208,,,,,,,
teacher,16m 3s,16m 3s,"Okay,",0.48,963.06,963.54,209,,,,,,,
student,16m 3s,16m 6s,[Untranscribed],2.56,963.54,966.1,210,,,,,,,
teacher,16m 6s,16m 7s,you're at the desk.,1.12,966.1,967.22,211,,,,,,,
teacher,16m 7s,16m 10s,,3.0,967.22,970.22,211,,,,,,,
group,16m 10s,16m 20s,[Untranscribed],9.78,970.22,980,212,,,,,,,
student,16m 20s,16m 22s,[Untranscribed],2.98,980,982.98,213,,,,,,,
teacher,16m 22s,16m 23s,Okay.,0.56,982.98,983.54,214,,,,,,,
teacher,16m 23s,16m 23s,,0.08,983.54,983.62,214,,,,,,,
teacher,16m 23s,16m 26s,Make sure your name is at the top of the paper.,2.4,983.62,986.02,214,,,,,,,
student,16m 26s,16m 30s,[Untranscribed],4.43,986.02,990.45,215,,,,,,,
teacher,16m 30s,16m 35s,This is the first clip we're going to be talking about once everyone stops talking.,5.44,990.45,995.89,216,,,,,,,
teacher,16m 35s,16m 36s,Thank you.,0.64,995.89,996.53,216,,,,,,,
teacher,16m 36s,16m 37s,,0.8,996.53,997.33,216,,,,,,,
teacher,16m 37s,16m 43s,We're going to talk about narrative intros and how to hook an audience.,5.92,997.33,1003.25,216,,,,,,,
teacher,16m 43s,16m 44s,,0.8,1003.25,1004.05,216,,,,,,,
teacher,16m 44s,16m 45s,"Logan, why are you.",1.12,1004.05,1005.17,216,,,,,,,
student,16m 45s,16m 47s,[Untranscribed],2.24,1005.17,1007.41,217,,,,,,,
teacher,16m 47s,16m 48s,"Let's get back to our seat, man.",1.36,1007.41,1008.77,218,,,,,,,
teacher,16m 48s,16m 50s,,1.92,1008.77,1010.69,218,,,,,,,
media,16m 50s,16m 51s,Genuine Cooper's boss.,1.22,1010.69,1011.91,219,,,,,,,
media,16m 51s,16m 52s,,0.71,1011.91,1012.62,219,,,,,,,
teacher,16m 52s,16m 55s,"Okay, well, I will not be talking, I promise.",2.88,1012.62,1015.5,220,,,,,,,
teacher,16m 55s,16m 55s,,0.08,1015.5,1015.58,220,,,,,,,
teacher,16m 55s,16m 56s,Okay.,0.64,1015.58,1016.22,220,,,,,,,
teacher,16m 56s,17m 3s,"Just know that that's Boston's, like, actual seat, so if he's here next time, you can't sit there.",6.8,1016.22,1023.02,220,,,,,,,
teacher,17m 3s,17m 3s,,0.56,1023.02,1023.58,220,,,,,,,
student,17m 3s,17m 4s,"Okay,",0.64,1023.58,1024.22,221,,,,,,,
student,17m 4s,17m 6s,,2.08,1024.22,1026.3,221,,,,,,,
teacher,17m 6s,17m 7s,where did I put my paper?,1.2,1026.3,1027.5,222,,,,,,,
teacher,17m 7s,17m 8s,There it is.,0.72,1027.5,1028.22,222,,,,,,,
teacher,17m 8s,17m 8s,,0.292,1028.22,1028.512,222,,,,,,,
student,17m 8s,17m 9s,[Untranscribed],1.228,1028.512,1029.74,223,,,,,,,
teacher,17m 9s,17m 10s,All right.,0.48,1029.74,1030.22,224,,,,,,,
teacher,17m 10s,17m 11s,The purpose of a H.,1.36,1030.22,1031.58,224,,,,,,,
student,17m 11s,17m 14s,[Untranscribed],3.0,1031.58,1034.58,225,,,,,,,
teacher,17m 14s,17m 16s,[Untranscribed],2.0,1034.58,1036.58,226,,,,,,,
student,17m 16s,17m 19s,[Untranscribed],3.33,1036.58,1039.91,227,,,,,,,
teacher,17m 19s,17m 20s,That's actually not,0.88,1039.91,1040.79,228,,,,,,,
student,17m 20s,17m 25s,[Untranscribed],5.04,1040.79,1045.83,229,,,,,,,
teacher,17m 25s,17m 26s,what.,0.4,1045.83,1046.23,230,,,,,,,
student,17m 26s,17m 27s,,1.12,1046.23,1047.35,231,,,,,,,
student,17m 27s,17m 28s,"Okay, I wasn't even that bad.",1.6,1047.35,1048.95,231,,,,,,,
teacher,17m 28s,17m 29s,I'm not talking.,0.96,1048.95,1049.91,232,,,,,,,
student,17m 29s,17m 30s,[Untranscribed],1.04,1049.91,1050.95,233,,,,,,,
teacher,17m 30s,17m 31s,You got one more chance.,1.0,1050.95,1051.95,234,,,,,,,
teacher,17m 31s,17m 32s,Okay?,0.4,1051.95,1052.35,234,,,,,,,
teacher,17m 32s,17m 32s,Yeah.,0.44,1052.35,1052.79,234,,,,,,,
silence,17m 32s,17m 36s,,3.36,1052.79,1056.15,235,,,,,,,
teacher,17m 36s,17m 42s,The purpose of a book is to engage an audience and promise that there's going to be cool stuff.,6.82,1056.15,1062.97,236,,,,,,,
teacher,17m 42s,17m 43s,,0.23,1062.97,1063.2,236,,,,,,,
teacher,17m 43s,17m 43s,Stuff later.,0.64,1063.2,1063.84,236,,,,,,,
teacher,17m 43s,17m 44s,,0.8,1063.84,1064.64,236,,,,,,,
teacher,17m 44s,17m 45s,Okay.,0.64,1064.64,1065.28,236,,,,,,,
teacher,17m 45s,17m 45s,,0.16,1065.28,1065.44,236,,,,,,,
teacher,17m 45s,17m 48s,When you write your narratives for me for your final project this quarter.,3.28,1065.44,1068.72,236,,,,,,,
student,17m 48s,17m 51s,[Untranscribed],2.72,1068.72,1071.44,237,,,,,,,
teacher,17m 51s,17m 52s,Gotta make a good hook.,1.12,1071.44,1072.56,238,,,,,,,
teacher,17m 52s,17m 53s,It's just boring.,0.88,1072.56,1073.44,238,,,,,,,
teacher,17m 53s,17m 53s,,0.08,1073.44,1073.52,238,,,,,,,
teacher,17m 53s,17m 54s,It's gonna suck to read.,1.28,1073.52,1074.8,238,,,,,,,
student,17m 54s,17m 56s,[Untranscribed],1.92,1074.8,1076.72,239,,,,,,,
teacher,17m 56s,18m 0s,We took notes on narrative introductions.,3.48,1076.72,1080.2,240,,,,,,,
teacher,18m 0s,18m 1s,Like the first day.,1.64,1080.2,1081.84,240,,,,,,,
student,18m 1s,18m 3s,[Untranscribed],1.28,1081.84,1083.12,241,,,,,,,
teacher,18m 3s,18m 7s,Do we remember the five different ways to hook an audience?,4.16,1083.12,1087.28,242,1,,,,,,
teacher,18m 7s,18m 7s,,0.24,1087.28,1087.52,242,,,,,,,
student,18m 7s,18m 8s,Questioning will have to do.,1.36,1087.52,1088.88,243,,,,,,,
student,18m 8s,18m 8s,,0.08,1088.88,1088.96,243,,,,,,,
teacher,18m 8s,18m 9s,Quote.,0.44,1088.96,1089.4,244,,,,,,,
teacher,18m 9s,18m 12s,"Okay, Nate, what did you just say?",2.82,1089.4,1092.22,244,1,,,1,,,
teacher,18m 12s,18m 12s,,0.16,1092.22,1092.38,244,,,,,,,
media,18m 12s,18m 12s,Question.,0.4,1092.38,1092.78,245,,,,,,,
media,18m 12s,18m 12s,,0.16,1092.78,1092.94,245,,,,,,,
teacher,18m 12s,18m 16s,"Okay, start by giving the audience a question.",3.12,1092.94,1096.06,246,,,,,,,
student,18m 16s,18m 18s,[Untranscribed],2.398,1096.06,1098.458,247,,,,,,,
silence,18m 18s,18m 20s,,2.042,1098.458,1100.5,248,,,,,,,
student,18m 20s,18m 23s,[Untranscribed],2.6,1100.5,1103.1,249,,,,,,,
teacher,18m 23s,18m 27s,"If the audience is left wondering, that's a good thing.",4.72,1103.1,1107.82,250,,,,,1,,1
teacher,18m 27s,18m 29s,That means they want to know more.,1.28,1107.82,1109.1,250,,,,,1,,1
teacher,18m 29s,18m 30s,,1.04,1109.1,1110.14,250,,,,,1,,1
teacher,18m 30s,18m 30s,Okay.,0.56,1110.14,1110.7,250,,,,,1,,1
teacher,18m 30s,18m 31s,,0.96,1110.7,1111.66,250,,,,,,,
student,18m 31s,18m 34s,"Ephraim, do you know another one starting in the middle?",2.88,1111.66,1114.54,251,,,,,,,
student,18m 34s,18m 34s,,0.16,1114.54,1114.7,251,,,,,,,
teacher,18m 34s,18m 37s,"Hey, and medias res",2.81,1114.7,1117.51,252,,,,,,,
student,18m 37s,18m 52s,[Untranscribed],14.88,1117.51,1132.39,253,,,,,,,
teacher,18m 52s,18m 55s,"can be used, but it's not necessarily one of the techniques.",3.52,1132.39,1135.91,254,,,,,,,
teacher,18m 55s,18m 56s,,0.24,1135.91,1136.15,254,,,,,,,
teacher,18m 56s,18m 57s,"Yeah, good guess, though.",1.48,1136.15,1137.63,254,,,,,1,,
teacher,18m 57s,18m 58s,Thank you.,0.44,1137.63,1138.07,254,,,,,,,
teacher,18m 58s,18m 58s,,0.635,1138.07,1138.705,254,,,,,,,
silence,18m 58s,19m 0s,,1.845,1138.705,1140.55,255,,,,,,,
teacher,19m 0s,19m 3s,Take a minute to think before you raise your hand.,3.12,1140.55,1143.67,256,,,,,,,
student,19m 3s,19m 5s,[Untranscribed],1.92,1143.67,1145.59,257,,,,,,,
teacher,19m 5s,19m 6s,Maybe a question.,0.88,1145.59,1146.47,258,,,,,,,
student,19m 6s,19m 7s,[Untranscribed],1.44,1146.47,1147.91,259,,,,,,,
teacher,19m 7s,19m 9s,And media's raised.,1.36,1147.91,1149.27,260,,,,,,,
teacher,19m 9s,19m 9s,,0.64,1149.27,1149.91,260,,,,,,,
media,19m 9s,19m 11s,What if you started in the middle?,1.44,1149.91,1151.35,261,,,,,,,
teacher,19m 11s,19m 12s,And Media's rays.,1.28,1151.35,1152.63,262,,,,,,,
teacher,19m 12s,19m 13s,,0.64,1152.63,1153.27,262,,,,,,,
teacher,19m 13s,19m 14s,"Hey, Kinley.",1.56,1153.27,1154.83,262,1,,,1,,,
teacher,19m 14s,19m 15s,What do you think?,0.52,1154.83,1155.35,262,1,,,1,,,
teacher,19m 15s,19m 15s,,0.08,1155.35,1155.43,262,,,,,,,
teacher,19m 15s,19m 16s,Something ominous.,1.04,1155.43,1156.47,262,,,,,,,
teacher,19m 16s,19m 16s,,0.16,1156.47,1156.63,262,,,,,,,
teacher,19m 16s,19m 21s,"Hey, well, that's the one that's surprising.",4.4,1156.63,1161.03,262,,,,,,,
student,19m 21s,19m 22s,,1.12,1161.03,1162.15,263,,,,,,,
student,19m 22s,19m 24s,Sounds more like sneaky witch.,1.92,1162.15,1164.07,263,,,,,,,
student,19m 24s,19m 26s,,2.56,1164.07,1166.63,263,,,,,,,
teacher,19m 26s,19m 27s,Unusual in honor.,1.22,1166.63,1167.85,264,,,,,,,
teacher,19m 27s,19m 27s,,0.07,1167.85,1167.92,264,,,,,,,
student,19m 27s,19m 28s,Calmness.,0.48,1167.92,1168.4,265,,,,,,,
student,19m 28s,19m 30s,,2.503,1168.4,1170.903,265,,,,,,,
silence,19m 30s,19m 32s,,1.957,1170.903,1172.86,266,,,,,,,
student,19m 32s,19m 41s,[Untranscribed],8.58,1172.86,1181.44,267,,,,,,,
teacher,19m 41s,19m 42s,Another second to think.,1.12,1181.44,1182.56,268,,,,,,,
teacher,19m 42s,19m 45s,"If I raise a hand, what's another one?",2.64,1182.56,1185.2,268,1,1,,,,,
silence,19m 45s,19m 49s,,3.894,1185.2,1189.094,269,,,,,,,
student,19m 49s,19m 53s,,4.026,1189.094,1193.12,270,,,,,,,
student,19m 53s,19m 55s,Just started getting another story.,2.35,1193.12,1195.47,270,,,,,,,
student,19m 55s,19m 55s,,0.037,1195.47,1195.507,270,,,,,,,
silence,19m 55s,19m 57s,,2.203,1195.507,1197.71,271,,,,,,,
student,19m 57s,19m 58s,"No,",0.4,1197.71,1198.11,272,,,,,,,
student,19m 58s,20m 3s,,5.04,1198.11,1203.15,272,,,,,,,
teacher,20m 3s,20m 4s,this is the most obvious one.,1.52,1203.15,1204.67,273,,,,,,,
student,20m 4s,20m 7s,,3.04,1204.67,1207.71,274,,,,,,,
student,20m 7s,20m 8s,Action.,0.4,1207.71,1208.11,274,,,,,,,
teacher,20m 8s,20m 10s,[Untranscribed],2.0,1208.11,1210.11,275,,,,,,,
student,20m 10s,20m 14s,[Untranscribed],4.08,1210.11,1214.19,276,,,,,,,
teacher,20m 14s,20m 15s,What's the last one?,0.96,1214.19,1215.15,277,1,,,,,,
student,20m 15s,20m 20s,[Untranscribed],5.77,1215.15,1220.92,278,,,,,,,
teacher,20m 20s,20m 21s,You can read.,0.48,1220.92,1221.4,279,1,,,,,,
student,20m 21s,20m 27s,[Untranscribed],5.713,1221.4,1227.113,280,,,,,,,
silence,20m 27s,20m 29s,,1.977,1227.113,1229.09,281,,,,,,,
teacher,20m 29s,20m 31s,[Untranscribed],2.0,1229.09,1231.09,282,,,,,,,
student,20m 31s,20m 38s,[Untranscribed],7.83,1231.09,1238.92,283,,,,,,,
teacher,20m 38s,20m 40s,Those are the four ways.,1.52,1238.92,1240.44,284,,,,,,,
teacher,20m 40s,20m 41s,Why are we singing?,0.92,1240.44,1241.36,284,,,,,,,
teacher,20m 41s,20m 42s,Why is Maddox over there?,1.24,1241.36,1242.6,284,,,,,,,
teacher,20m 42s,20m 42s,,0.08,1242.6,1242.68,284,,,,,,,
student,20m 42s,20m 43s,I haven't been talking.,1.2,1242.68,1243.88,285,,,,,,,
student,20m 43s,20m 44s,,0.24,1243.88,1244.12,285,,,,,,,
teacher,20m 44s,20m 45s,"Maddox, move back, please.",1.36,1244.12,1245.48,286,,,,,,,
teacher,20m 45s,20m 45s,,0.14,1245.48,1245.62,286,,,,,,,
teacher,20m 45s,20m 46s,That is going to be.,0.64,1245.62,1246.26,286,,,,,,,
teacher,20m 46s,20m 47s,,0.8,1246.26,1247.06,286,,,,,,,
student,20m 47s,20m 48s,I didn't even talk.,0.96,1247.06,1248.02,287,,,,,,,
student,20m 48s,20m 55s,,7.52,1248.02,1255.54,287,,,,,,,
teacher,20m 55s,21m 3s,The purpose of a hook is to promise your reader or watcher there's going to be cool stuff later.,7.68,1255.54,1263.22,288,,,,,,,
teacher,21m 3s,21m 3s,,0.32,1263.22,1263.54,288,,,,,,,
teacher,21m 3s,21m 5s,"Okay, Those are the five different.",2.16,1263.54,1265.7,288,,,,,,,
teacher,21m 5s,21m 6s,,0.4,1265.7,1266.1,288,,,,,,,
teacher,21m 6s,21m 8s,"Merc team to room 307, please.",2.36,1266.1,1268.46,288,,,,,,,
teacher,21m 8s,21m 10s,Merc team to room 307.,1.88,1268.46,1270.34,288,,,,,,,
student,21m 10s,21m 14s,[Untranscribed],3.78,1270.34,1274.12,289,,,,,,,
teacher,21m 14s,21m 15s,That's definitely not good.,0.96,1274.12,1275.08,290,,,,,,,
student,21m 15s,21m 16s,[Untranscribed],1.52,1275.08,1276.6,291,,,,,,,
teacher,21m 16s,21m 17s,That's not a kid.,1.2,1276.6,1277.8,292,,,,,,,
teacher,21m 17s,21m 18s,,0.56,1277.8,1278.36,292,,,,,,,
teacher,21m 18s,21m 19s,"Yeah, that's the emergency team.",1.52,1278.36,1279.88,292,,,,,,,
teacher,21m 19s,21m 21s,,1.25,1279.88,1281.13,292,,,,,,,
student,21m 21s,21m 25s,,4.67,1281.13,1285.8,293,,,,,,,
student,21m 25s,21m 26s,Okay.,0.64,1285.8,1286.44,293,,,,,,,
student,21m 26s,21m 27s,,0.72,1286.44,1287.16,293,,,,,,,
teacher,21m 27s,21m 33s,For your worksheets There are little sections for each clip or script we are going to read.,6.16,1287.16,1293.32,294,,,,,,,
teacher,21m 33s,21m 34s,,0.88,1293.32,1294.2,294,,,,,,,
teacher,21m 34s,21m 34s,Yeah.,0.48,1294.2,1294.68,294,,,,,,,
teacher,21m 34s,21m 35s,,0.4,1294.68,1295.08,294,,,,,,,
teacher,21m 35s,21m 36s,The instructions,1.04,1295.08,1296.12,294,,,,,,,
teacher,21m 36s,21m 36s,,0.367,1296.12,1296.487,294,,,,,,,
silence,21m 36s,21m 38s,,2.363,1296.487,1298.85,295,,,,,,,
teacher,21m 38s,21m 48s,are to write a summary of the clip or the script.,9.36,1298.85,1308.21,296,,,,,,,
student,21m 48s,21m 49s,[Untranscribed],1.76,1308.21,1309.97,297,,,,,,,
teacher,21m 49s,21m 57s,Like one to two sentences and then you're gonna identify which techniques they use.,7.04,1309.97,1317.01,298,,,,,,,
teacher,21m 57s,21m 57s,,0.72,1317.01,1317.73,298,,,,,,,
teacher,21m 57s,21m 59s,I wrote them up there for you.,1.68,1317.73,1319.41,298,,,,,,,
teacher,21m 59s,22m 0s,,0.64,1319.41,1320.05,298,,,,,,,
teacher,22m 0s,22m 0s,Yeah.,0.48,1320.05,1320.53,298,,,,,,,
teacher,22m 0s,22m 1s,,0.56,1320.53,1321.09,298,,,,,,,
teacher,22m 1s,22m 3s,The first one we are gonna watch is uncharted.,2.24,1321.09,1323.33,298,,,,,,,
teacher,22m 3s,22m 5s,It's on the back of your paper.,1.88,1323.33,1325.21,298,,,,,,,
teacher,22m 5s,22m 6s,It's the very last one.,1.24,1325.21,1326.45,298,,,,,,,
teacher,22m 6s,22m 7s,,0.94,1326.45,1327.39,298,,,,,,,
teacher,22m 7s,22m 7s,"Hey,",0.32,1327.39,1327.71,298,,,,,,,
student,22m 7s,22m 22s,,14.64,1327.71,1342.35,299,,,,,,,
student,22m 22s,22m 23s,Spiderman.,0.799,1342.35,1343.149,299,,,,,,,
student,22m 23s,22m 26s,,3.355,1343.149,1346.504,299,,,,,,,
silence,22m 26s,22m 38s,,11.998,1346.504,1358.502,300,,,,,,,
student,22m 38s,22m 46s,[Untranscribed],7.526,1358.502,1366.028,301,,,,,,,
silence,22m 46s,22m 51s,,5.467,1366.028,1371.496,302,,,,,,,
student,22m 51s,22m 55s,[Untranscribed],3.504,1371.496,1375,303,,,,,,,
group,22m 55s,22m 58s,[Untranscribed],3.01,1375,1378.01,304,,,,,,,
student,22m 58s,22m 58s,It.,0.24,1378.01,1378.25,305,,,,,,,
student,22m 58s,23m 3s,,5.2,1378.25,1383.45,305,,,,,,,
student,23m 3s,23m 4s,"Oh, my God.",0.76,1383.45,1384.21,305,,,,,,,
student,23m 4s,23m 5s,I'm so sorry.,0.92,1384.21,1385.13,305,,,,,,,
student,23m 5s,23m 5s,,0.24,1385.13,1385.37,305,,,,,,,
teacher,23m 5s,23m 6s,That was purely reactive.,1.6,1385.37,1386.97,306,,,,,,,
teacher,23m 6s,23m 7s,,0.152,1386.97,1387.122,306,,,,,,,
student,23m 7s,23m 9s,[Untranscribed],2.379,1387.122,1389.502,307,,,,,,,
silence,23m 9s,23m 13s,,3.548,1389.502,1393.05,308,,,,,,,
student,23m 13s,23m 13s,Who,0.4,1393.05,1393.45,309,,,,,,,
student,23m 13s,23m 18s,,4.776,1393.45,1398.226,309,,,,,,,
silence,23m 18s,23m 21s,,3.274,1398.226,1401.5,310,,,,,,,
student,23m 21s,23m 23s,,2.12,1401.5,1403.62,311,,,,,,,
student,23m 23s,23m 23s,it.,0.24,1403.62,1403.86,311,,,,,,,
silence,23m 23s,23m 28s,,4.542,1403.86,1408.402,312,,,,,,,
student,23m 28s,23m 33s,[Untranscribed],5.096,1408.402,1413.498,313,,,,,,,
silence,23m 33s,23m 41s,,8.134,1413.498,1421.632,314,,,,,,,
student,23m 41s,23m 44s,[Untranscribed],3.122,1421.632,1424.753,315,,,,,,,
silence,23m 44s,23m 53s,,8.637,1424.753,1433.39,316,,,,,,,
student,23m 53s,23m 53s,"Come on,",0.48,1433.39,1433.87,317,,,,,,,
student,23m 53s,23m 57s,,3.54,1433.87,1437.41,317,,,,,,,
silence,23m 57s,24m 0s,,3.088,1437.41,1440.498,318,,,,,,,
student,24m 0s,24m 2s,[Untranscribed],2.008,1440.498,1442.506,319,,,,,,,
silence,24m 2s,24m 4s,,1.991,1442.506,1444.497,320,,,,,,,
student,24m 4s,24m 5s,,1.053,1444.497,1445.55,321,,,,,,,
student,24m 5s,24m 6s,come on.,0.64,1445.55,1446.19,321,,,,,,,
