speaker,start_time,end_time,utterance,duration_in_seconds,start_time_in_seconds,end_time_in_seconds,bubble_idx,opportunities_to_respond,wait_times,presses_for_explanation,open_ended_questions,praises,behavior_specific_praises,academic_specific_praises
student,10m 29s,10m 30s,¿Anything else?,0.64,629.73,630.37,138,,,,,,,
student,10m 30s,10m 32s,,1.84,630.37,632.21,138,,,,,,,
teacher,10m 32s,10m 33s,That's a good start.,1.12,632.21,633.33,139,,,,,1,,1
teacher,10m 33s,10m 33s,,0.121,633.33,633.451,139,,,,,,,
silence,10m 33s,10m 35s,,1.959,633.451,635.41,140,,,,,,,
teacher,10m 35s,10m 37s,So I want you to think about your own life.,2.32,635.41,637.73,141,,,,,,,
teacher,10m 37s,10m 38s,,0.32,637.73,638.05,141,,,,,,,
student,10m 38s,10m 38s,All right.,0.48,638.05,638.53,142,,,,,,,
student,10m 38s,10m 39s,,0.96,638.53,639.49,142,,,,,,,
teacher,10m 39s,10m 41s,¿Have you experienced acne?,2.4,639.49,641.89,143,,,,,,,
student,10m 41s,10m 43s,[Untranscribed],1.44,641.89,643.33,144,,,,,,,
teacher,10m 43s,10m 47s,Gonna hide the student name so your peers don't see.,3.76,643.33,647.09,145,,,,,,,
teacher,10m 47s,10m 47s,,0.48,647.09,647.57,145,,,,,,,
teacher,10m 47s,10m 49s,¿Have you ever experienced acne?,1.76,647.57,649.33,145,,,,,,,
student,10m 49s,10m 50s,[Untranscribed],1.182,649.33,650.512,146,,,,,,,
silence,10m 50s,10m 52s,,1.991,650.512,652.503,147,,,,,,,
student,10m 52s,10m 59s,[Untranscribed],7.003,652.503,659.506,148,,,,,,,
silence,10m 59s,11m 1s,,1.991,659.506,661.497,149,,,,,,,
student,11m 1s,11m 3s,[Untranscribed],2.092,661.497,663.59,150,,,,,,,
silence,11m 3s,11m 6s,,2.734,663.59,666.323,151,,,,,,,
student,11m 6s,11m 10s,[Untranscribed],4.357,666.323,670.68,152,,,,,,,
teacher,11m 10s,11m 12s,¿Have you ever experienced acne?,1.84,670.68,672.52,153,,,,,,,
teacher,11m 12s,11m 12s,,0.013,672.52,672.533,153,,,,,,,
silence,11m 12s,11m 15s,,2.852,672.533,675.385,154,,,,,,,
student,11m 15s,11m 17s,,2.215,675.385,677.6,155,,,,,,,
student,11m 17s,11m 19s,Because I knew you're supposed to figure out.,2.08,677.6,679.68,155,,,,,,,
student,11m 19s,11m 22s,,2.64,679.68,682.32,155,,,,,,,
student,11m 22s,11m 23s,Can you tell me,0.8,682.32,683.12,155,,,,,,,
teacher,11m 23s,11m 25s,[Untranscribed],2.0,683.12,685.12,156,,,,,,,
student,11m 25s,11m 36s,[Untranscribed],10.88,685.12,696.0,157,,,,,,,
teacher,11m 36s,11m 37s,I need y' all to stop cursing.,1.52,696.0,697.52,158,,,,,,,
teacher,11m 37s,11m 38s,,0.72,697.52,698.24,158,,,,,,,
teacher,11m 38s,11m 40s,"Ken, you don't want to curse so far.",2.08,698.24,700.32,158,,,,,,,
teacher,11m 40s,11m 40s,,0.56,700.32,700.88,158,,,,,,,
teacher,11m 40s,11m 41s,Be quiet.,0.88,700.88,701.76,158,,,,,,,
student,11m 41s,11m 48s,[Untranscribed],6.81,701.76,708.57,159,,,,,,,
teacher,11m 48s,11m 48s,All right.,0.2,708.57,708.77,160,,,,,,,
teacher,11m 48s,11m 50s,So y' all are split half and half.,1.96,708.77,710.73,160,,,,,,,
teacher,11m 50s,11m 52s,,1.28,710.73,712.01,160,,,,,,,
teacher,11m 52s,11m 52s,All right.,0.44,712.01,712.45,160,,,,,,,
teacher,11m 52s,11m 55s,Let's think about urinary or bladder infection.,3.32,712.45,715.77,160,,,,,,,
teacher,11m 55s,11m 55s,,0.16,715.77,715.93,160,,,,,,,
teacher,11m 55s,11m 58s,This is most common with women.,2.16,715.93,718.09,160,,,,,,,
student,11m 58s,11m 59s,,1.44,718.09,719.53,161,,,,,,,
student,11m 59s,12m 0s,¿Only with women?,1.2,719.53,720.73,161,,,,,,,
student,12m 0s,12m 1s,,0.8,720.73,721.53,161,,,,,,,
teacher,12m 1s,12m 4s,"It can happen to both, but it's most common with women.",2.48,721.53,724.01,162,,,,,,,
teacher,12m 4s,12m 7s,It's just easier for women to get this infection than men.,3.52,724.01,727.53,162,,,,,,,
teacher,12m 7s,12m 8s,,0.91,727.53,728.44,162,,,,,,,
student,12m 8s,12m 12s,[Untranscribed],3.58,728.44,732.02,163,,,,,,,
teacher,12m 12s,12m 13s,It's not an STD.,1.04,732.02,733.06,164,,,,,,,
student,12m 13s,12m 17s,[Untranscribed],4.48,733.06,737.54,165,,,,,,,
teacher,12m 17s,12m 20s,"I mean, if you don't have the symptoms, can't put the phone up.",2.64,737.54,740.18,166,,,,,,,
student,12m 20s,12m 22s,[Untranscribed],2.24,740.18,742.42,167,,,,,,,
teacher,12m 22s,12m 23s,"Doesn't matter, ma'.",0.76,742.42,743.18,168,,,,,,,
teacher,12m 23s,12m 23s,Am.,0.12,743.18,743.3,168,,,,,,,
student,12m 23s,12m 24s,Put the phone up.,0.72,743.3,744.02,169,,,,,,,
student,12m 24s,12m 26s,,2.08,744.02,746.1,169,,,,,,,
student,12m 26s,12m 26s,Shut up.,0.56,746.1,746.66,169,,,,,,,
teacher,12m 26s,12m 27s,And I'm not observed.,1.28,746.66,747.94,170,,,,,,,
student,12m 27s,12m 30s,,2.88,747.94,750.82,171,,,,,,,
student,12m 30s,12m 32s,¿Did you just write that down?,1.36,750.82,752.18,171,,,,,,,
student,12m 32s,12m 32s,,0.16,752.18,752.34,171,,,,,,,
teacher,12m 32s,12m 32s,Yes.,0.56,752.34,752.9,172,,,,,,,
student,12m 32s,12m 33s,Good time.,0.64,752.9,753.54,173,,,,,,,
student,12m 33s,12m 34s,,0.92,753.54,754.46,173,,,,,,,
teacher,12m 34s,12m 34s,Yes.,0.4,754.46,754.86,174,,,,,,,
teacher,12m 34s,12m 34s,,0.08,754.86,754.94,174,,,,,,,
student,12m 34s,12m 37s,¿And would you told me that I got in trouble for you?,2.64,754.94,757.58,175,,,,,,,
student,12m 37s,12m 38s,,0.48,757.58,758.06,175,,,,,,,
teacher,12m 38s,12m 38s,¿What do you mean?,0.56,758.06,758.62,176,1,,1,1,,,
student,12m 38s,12m 40s,¿Are you gonna put a referral in?,1.52,758.62,760.14,177,,,,,,,
teacher,12m 40s,12m 41s,You got two so far.,1.28,760.14,761.42,178,,,,,,,
teacher,12m 41s,12m 41s,,0.517,761.42,761.937,178,,,,,,,
student,12m 41s,12m 43s,[Untranscribed],1.723,761.937,763.66,179,,,,,,,
teacher,12m 43s,12m 45s,Carson and the phone.,1.76,763.66,765.42,180,,,,,,,
teacher,12m 45s,12m 46s,,0.803,765.42,766.223,180,,,,,,,
student,12m 46s,12m 48s,[Untranscribed],2.717,766.223,768.94,181,,,,,,,
teacher,12m 48s,12m 49s,All right.,0.48,768.94,769.42,182,,,,,,,
student,12m 49s,12m 50s,,1.2,769.42,770.62,183,,,,,,,
student,12m 50s,12m 52s,¿Is it referral call?,1.76,770.62,772.38,183,,,,,,,
student,12m 52s,12m 52s,,0.16,772.38,772.54,183,,,,,,,
teacher,12m 52s,12m 52s,No.,0.28,772.54,772.82,184,,,,,,,
teacher,12m 52s,12m 54s,It's referral partner talks.,1.84,772.82,774.66,184,,,,,,,
teacher,12m 54s,12m 59s,I want you to think about your own life if you experience any of these infections share with the type partner.,5.0,774.66,779.66,184,,,,,,,
teacher,12m 59s,13m 1s,¿What actions you took to feel better?,1.76,779.66,781.42,184,,,,,,,
teacher,13m 1s,13m 1s,,0.49,781.42,781.91,184,,,,,,,
teacher,13m 1s,13m 6s,"So we have acne, We have gut or like diarrhea.",4.32,781.91,786.23,184,,,,,,,
teacher,13m 6s,13m 6s,,0.08,786.23,786.31,184,,,,,,,
teacher,13m 6s,13m 7s,We have urinary tract.,1.44,786.31,787.75,184,,,,,,,
teacher,13m 7s,13m 7s,,0.08,787.75,787.83,184,,,,,,,
teacher,13m 7s,13m 8s,We have cavity.,1.04,787.83,788.87,184,,,,,,,
teacher,13m 8s,13m 9s,,0.16,788.87,789.03,184,,,,,,,
teacher,13m 9s,13m 12s,"I think my nerve pod is skipping slides, but that's fine.",3.68,789.03,792.71,184,,,,,,,
teacher,13m 12s,13m 12s,,0.16,792.71,792.87,184,,,,,,,
teacher,13m 12s,13m 17s,"¿What are some of the signs and symptoms, ma'?",5.08,792.87,797.95,184,,,,,,,
teacher,13m 17s,13m 18s,¿Am?,0.12,797.95,798.07,184,,,,,,,
teacher,13m 18s,13m 19s,¿Do you have a past?,1.04,798.07,799.11,184,,,,,,,
teacher,13m 19s,13m 19s,,0.72,799.11,799.83,184,,,,,,,
teacher,13m 19s,13m 21s,¿What you doing with my class?,1.6,799.83,801.43,184,,,,,,,
teacher,13m 21s,13m 22s,,0.67,801.43,802.1,184,,,,,,,
student,13m 22s,13m 25s,[Untranscribed],3.65,802.1,805.75,185,,,,,,,
teacher,13m 25s,13m 27s,I thought she was somebody else.,1.36,805.75,807.11,186,,,,,,,
teacher,13m 27s,13m 27s,,0.58,807.11,807.69,186,,,,,,,
teacher,13m 27s,13m 28s,Super long hair.,0.96,807.69,808.65,186,,,,,,,
teacher,13m 28s,13m 30s,,1.52,808.65,810.17,186,,,,,,,
teacher,13m 30s,13m 34s,But yours is shorter than her eleven.,3.88,810.17,814.05,186,,,,,,,
teacher,13m 34s,13m 34s,Thirty four.,0.68,814.05,814.73,186,,,,,,,
teacher,13m 34s,13m 35s,,0.38,814.73,815.11,186,,,,,,,
silence,13m 35s,13m 38s,,3.392,815.11,818.502,187,,,,,,,
student,13m 38s,13m 46s,[Untranscribed],8.228,818.502,826.73,188,,,,,,,
teacher,13m 46s,13m 47s,¿So what did y' all do?,1.2,826.73,827.93,189,,,,,,,
teacher,13m 47s,13m 48s,,0.8,827.93,828.73,189,,,,,,,
teacher,13m 48s,13m 50s,¿What did your doctor do?,1.44,828.73,830.17,189,1,,,1,,,
student,13m 50s,13m 53s,[Untranscribed],3.13,830.17,833.3,190,,,,,,,
teacher,13m 53s,13m 54s,Salicylic acid.,1.16,833.3,834.46,191,,,,,,,
teacher,13m 54s,13m 55s,"So that's for, like acne.",1.08,834.46,835.54,191,,,,,,,
teacher,13m 55s,13m 55s,,0.4,835.54,835.94,191,,,,,,,
teacher,13m 55s,13m 57s,"Okay, So acid.",1.4,835.94,837.34,191,,,,,,,
teacher,13m 57s,13m 58s,That's a good one.,0.84,837.34,838.18,191,,,,,1,,
teacher,13m 58s,13m 58s,,0.72,838.18,838.9,191,,,,,,,
teacher,13m 58s,14m 0s,¿Anybody else do something differently?,1.76,838.9,840.66,191,1,,,1,,,
student,14m 0s,14m 14s,[Untranscribed],13.36,840.66,854.02,192,,,,,,,
teacher,14m 14s,14m 16s,Drag phone feet.,2.24,854.02,856.26,193,,,,,,,
teacher,14m 16s,14m 16s,,0.245,856.26,856.505,193,,,,,,,
student,14m 16s,14m 19s,[Untranscribed],2.645,856.505,859.15,194,,,,,,,
teacher,14m 19s,14m 25s,"So the latter infection is usually called a UTI, a urinary tract infection.",6.16,859.15,865.31,195,,,,,,,
teacher,14m 25s,14m 25s,,0.56,865.31,865.87,195,,,,,,,
teacher,14m 25s,14m 34s,"So I know that when I was in high school, you can get them not just from, like perfume, like soaps.",8.519,865.87,874.389,195,,,,,,,
teacher,14m 34s,14m 37s,"So if the bath and body works for Victoria's secrets, they don't really go down there.",3.081,874.389,877.47,195,,,,,,,
teacher,14m 37s,14m 40s,They're not supposed to kylin off the game.,2.56,877.47,880.03,195,,,,,,,
teacher,14m 40s,14m 40s,,0.16,880.03,880.19,195,,,,,,,
teacher,14m 40s,14m 41s,They're not supposed to.,1.2,880.19,881.39,195,,,,,,,
teacher,14m 41s,14m 41s,,0.4,881.39,881.79,195,,,,,,,
teacher,14m 41s,14m 43s,And so not.,1.92,881.79,883.71,195,,,,,,,
teacher,14m 43s,14m 45s,"Colin Kai, sorry.",1.91,883.71,885.62,195,,,,,,,
teacher,14m 45s,14m 48s,,3.36,885.62,888.98,195,,,,,,,
teacher,14m 48s,14m 50s,You don't even have a device.,1.84,888.98,890.82,195,,,,,,,
teacher,14m 50s,14m 51s,,0.8,890.82,891.62,195,,,,,,,
teacher,14m 51s,14m 54s,So just perfumes.,3.2,891.62,894.82,195,,,,,,,
teacher,14m 54s,14m 54s,,0.16,894.82,894.98,195,,,,,,,
teacher,14m 54s,14m 59s,"I know back in the Eighties and Nineties, like they were doing dye tissue.",4.8,894.98,899.78,195,,,,,,,
teacher,14m 59s,15m 0s,,0.24,899.78,900.02,195,,,,,,,
teacher,15m 0s,15m 8s,"Like my grandmother had pink bathroom and it had pink rug, a pink toilet cover, a pink paper towel holder, a pink napa tissue.",8.2,900.02,908.22,195,,,,,,,
teacher,15m 8s,15m 11s,"You know, you put the box on top of the tissue, so you don't see tissue box.",3.45,908.22,911.67,195,,,,,,,
teacher,15m 11s,15m 14s,"The little pink box like that, and it had pink tissue.",3.0,911.67,914.67,195,,,,,,,
teacher,15m 14s,15m 14s,,0.24,914.67,914.91,195,,,,,,,
teacher,15m 14s,15m 15s,I mean us there.,0.88,914.91,915.79,195,,,,,,,
teacher,15m 15s,15m 16s,She had a blue bathroom.,1.04,915.79,916.83,195,,,,,,,
teacher,15m 16s,15m 17s,"Yes, everything was blue.",0.96,916.83,917.79,195,,,,,,,
teacher,15m 17s,15m 18s,You know grannies.,0.8,917.79,918.59,195,,,,,,,
teacher,15m 18s,15m 19s,You know grannies.,0.68,918.59,919.27,195,,,,,,,
teacher,15m 19s,15m 26s,"They be extra with the decoration and the potpourri gotta match, the rug gotta match.",7.399,919.27,926.669,195,,,,,,,
teacher,15m 26s,15m 26s,Like.,0.321,926.669,926.99,195,,,,,,,
teacher,15m 26s,15m 28s,So my grandmother had colored tissue.,1.76,926.99,928.75,195,,,,,,,
teacher,15m 28s,15m 28s,,0.08,928.75,928.83,195,,,,,,,
teacher,15m 28s,15m 38s,And then we find out after a lot of women come getting sick that dyes and tissues can contribute to utis or urinary tract inflations.,9.28,928.83,938.11,195,,,,,,,
teacher,15m 38s,15m 38s,,0.55,938.11,938.66,195,,,,,,,
teacher,15m 38s,15m 44s,And so that's one also not going to the bathroom.,6.32,938.66,944.98,195,,,,,,,
teacher,15m 44s,15m 45s,,0.4,944.98,945.38,195,,,,,,,
teacher,15m 45s,15m 48s,"When I was in high school, I was like, the bathrooms are yucky.",3.12,945.38,948.5,195,,,,,,,
teacher,15m 48s,15m 48s,,0.32,948.5,948.82,195,,,,,,,
teacher,15m 48s,16m 2s,"So like I would go to school all day and hold it and not go to the bathroom until, like, after school, well, keeping your waist in, which is your P is waist keeping it in and not actually going to the bathroom.",13.92,948.82,962.74,195,,,,,,,
teacher,16m 2s,16m 12s,Frequently can cause UCI because it's supposed to come out and you are holding it in and that contributes to bladder infection or urinary tract infection.,9.68,962.74,972.42,195,,,,,,,
student,16m 12s,16m 14s,,1.92,972.42,974.34,196,,,,,,,
student,16m 14s,16m 16s,¿What are the senses of HCI?,1.68,974.34,976.02,196,,,,,,,
student,16m 16s,16m 17s,,1.68,976.02,977.7,196,,,,,,,
teacher,16m 17s,16m 23s,"Frequent urination then becomes a little bit like, I wouldn't say pain but discomfort.",6.16,977.7,983.86,197,,,,,,,
student,16m 23s,16m 25s,[Untranscribed],1.36,983.86,985.22,198,,,,,,,
teacher,16m 25s,16m 26s,And then it leads to.,1.44,985.22,986.66,199,1,,,,,,
student,16m 26s,16m 28s,[Untranscribed],1.36,986.66,988.02,200,,,,,,,
teacher,16m 28s,16m 36s,I think the doctors say it's like the odor is like that of a diaper because your urine is not coming out.,8.36,988.02,996.38,201,,,,,,,
teacher,16m 36s,16m 37s,"Like, it's supposed to.",0.68,996.38,997.06,201,,,,,,,
teacher,16m 37s,16m 47s,"So when you do pee, then it smells like, you know, a diaper like, has a peaky diaper like smells like it's been sitting like, that's what it smells like when you pee.",10.8,997.06,1007.86,201,,,,,,,
teacher,16m 47s,16m 52s,And that's the symptom it's very hard to detect until you get like.,5.0,1007.86,1012.86,201,,,,,,,
teacher,16m 52s,16m 56s,"Super, super advanced some things that women do like.",3.64,1012.86,1016.5,201,,,,,,,
student,16m 56s,16m 57s,[Untranscribed],1.12,1016.5,1017.62,202,,,,,,,
teacher,16m 57s,17m 0s,So Barbara mentioned like salicylic acid on the face.,2.56,1017.62,1020.18,203,,,,,,,
teacher,17m 0s,17m 0s,,0.24,1020.18,1020.42,203,,,,,,,
teacher,17m 0s,17m 12s,"So acidic foods like cranberry juice, like a lot of women who drink a lot of cranberry juice that helps to flush the system because that acid helps kill that bacteria to not allow to grow or reproduce.",12.28,1020.42,1032.7,203,,,,,,,
teacher,17m 12s,17m 14s,So some people find it that way.,1.72,1032.7,1034.42,203,,,,,,,
teacher,17m 14s,17m 14s,,0.32,1034.42,1034.74,203,,,,,,,
teacher,17m 14s,17m 23s,"But then you can ultimately take an antibiotic, oral antibiotic also wiping from the back to the front.",9.12,1034.74,1043.86,203,,,,,,,
teacher,17m 23s,17m 24s,,0.7,1043.86,1044.56,203,,,,,,,
teacher,17m 24s,17m 31s,"So get stuff from the rooted, from the tutor to the rooter, and not the other way around.",6.8,1044.56,1051.36,203,,,,,,,
teacher,17m 31s,17m 31s,,0.24,1051.36,1051.6,203,,,,,,,
teacher,17m 31s,17m 38s,"So there's a lot of videos out there that we have teaching kids how to like, wipe.",7.04,1051.6,1058.64,203,,,,,,,
teacher,17m 38s,17m 40s,,1.92,1058.64,1060.56,203,,,,,,,
teacher,17m 40s,17m 49s,"So a lot of babies will get a lot of, like teenage, not teenagers, not toddlers will get urinary tract infection.",9.28,1060.56,1069.84,203,,,,,,,
teacher,17m 49s,17m 50s,,0.4,1069.84,1070.24,203,,,,,,,
teacher,17m 50s,17m 51s,And that is because,1.04,1070.24,1071.28,203,,,,,,,
student,17m 51s,17m 54s,[Untranscribed],3.52,1071.28,1074.8,204,,,,,,,
teacher,17m 54s,18m 0s,they will end up contaminating themselves.,5.2,1074.8,1080.0,205,,,,,,,
group,18m 0s,18m 2s,[Untranscribed],2.72,1080.0,1082.72,206,,,,,,,
teacher,18m 2s,18m 3s,So let me.,0.8,1082.72,1083.52,207,,,,,,,
teacher,18m 3s,18m 5s,,2.0,1083.52,1085.52,207,,,,,,,
student,18m 5s,18m 11s,[Untranscribed],6.0,1085.52,1091.52,208,,,,,,,
teacher,18m 11s,18m 17s,So I've seen some little shorts here.,5.84,1091.52,1097.36,209,,,,,,,
teacher,18m 17s,18m 18s,,1.26,1097.36,1098.62,209,,,,,,,
media,18m 18s,18m 21s,"Hey, guys, here's a friendly tip on how to teach your kids how to wipe.",3.28,1098.62,1101.9,210,,,,,,,
media,18m 21s,18m 21s,,0.08,1101.9,1101.98,210,,,,,,,
media,18m 21s,18m 24s,So first you want to show them how much toilet paper.,2.56,1101.98,1104.54,210,,,,,,,
media,18m 24s,18m 24s,,0.4,1104.54,1104.94,210,,,,,,,
student,18m 24s,18m 26s,Then you want to tear it.,1.36,1104.94,1106.3,211,,,,,,,
student,18m 26s,18m 27s,,0.88,1106.3,1107.18,211,,,,,,,
student,18m 27s,18m 28s,Then you want to fold it.,1.28,1107.18,1108.46,211,,,,,,,
group,18m 28s,18m 31s,[Untranscribed],3.04,1108.46,1111.5,212,,,,,,,
media,18m 31s,18m 33s,And then you want to teach front back.,2.08,1111.5,1113.58,213,,,,,,,
media,18m 33s,18m 34s,,0.48,1113.58,1114.06,213,,,,,,,
media,18m 34s,18m 37s,Those are a great way to play your mana.,3.04,1114.06,1117.1,213,,,,,,,
group,18m 37s,18m 41s,[Untranscribed],4.24,1117.1,1121.34,214,,,,,,,
teacher,18m 41s,18m 42s,¿What do you mean?,0.8,1121.34,1122.14,215,,,,,,,
teacher,18m 42s,18m 43s,You're supposed to learn his food.,1.6,1122.14,1123.74,215,,,,,,,
group,18m 43s,18m 47s,[Untranscribed],3.81,1123.74,1127.55,216,,,,,,,
teacher,18m 47s,18m 50s,,2.84,1127.55,1130.39,217,,,,,,,
teacher,18m 50s,18m 53s,"Well, I'm explaining to you how most utis occur.",3.36,1130.39,1133.75,217,,,,,,,
teacher,18m 53s,18m 54s,,0.56,1133.75,1134.31,217,,,,,,,
teacher,18m 54s,18m 55s,It's from people going the other way.,1.6,1134.31,1135.91,217,,,,,,,
group,18m 55s,19m 0s,[Untranscribed],4.09,1135.91,1140,218,,,,,,,
student,19m 0s,19m 1s,,1.83,1140,1141.83,219,,,,,,,
student,19m 1s,19m 3s,Science is disgusting.,1.44,1141.83,1143.27,219,,,,,,,
student,19m 3s,19m 3s,,0.56,1143.27,1143.83,219,,,,,,,
teacher,19m 3s,19m 7s,I'm gonna tell you a little bit about my disgusting love in a second.,3.6,1143.83,1147.43,220,,,,,,,
student,19m 7s,19m 8s,[Untranscribed],1.28,1147.43,1148.71,221,,,,,,,
teacher,19m 8s,19m 10s,"No, it's a short block and it's a lunch fund.",2.0,1148.71,1150.71,222,,,,,,,
student,19m 10s,19m 12s,[Untranscribed],1.7,1150.71,1152.41,223,,,,,,,
teacher,19m 12s,19m 16s,"¿All right, so what might we want to consider about these four scenarios?",4.24,1152.41,1156.65,224,1,,,1,,,
teacher,19m 16s,19m 22s,¿To help us determine the difference between bacteria being in us and on us?,6.0,1156.65,1162.65,224,1,,,1,,,
teacher,19m 22s,19m 26s,"Like, what's the difference between bacteria being in us versus, like, on.",4.2,1162.65,1166.85,224,1,,,1,,,
teacher,19m 26s,19m 27s,Yep.,0.84,1166.85,1167.69,224,,,,,,,
student,19m 27s,19m 29s,[Untranscribed],1.36,1167.69,1169.05,225,,,,,,,
teacher,19m 29s,19m 30s,And I'm gonna show y' all how that grows.,1.84,1169.05,1170.89,226,,,,,,,
student,19m 30s,19m 33s,[Untranscribed],2.64,1170.89,1173.53,227,,,,,,,
teacher,19m 33s,19m 35s,Because I love this stuff.,2.4,1173.53,1175.93,228,,,,,,,
teacher,19m 35s,19m 37s,I move forward.,1.12,1175.93,1177.05,228,,,,,,,
teacher,19m 37s,19m 37s,,0.49,1177.05,1177.54,228,,,,,,,
teacher,19m 37s,19m 37s,I do.,0.32,1177.54,1177.86,228,,,,,,,
student,19m 37s,19m 40s,,2.32,1177.86,1180.18,229,,,,,,,
student,19m 40s,19m 40s,It is.,0.56,1180.18,1180.74,229,,,,,,,
student,19m 40s,19m 42s,"Oh, my God.",1.28,1180.74,1182.02,229,,,,,,,
student,19m 42s,19m 43s,,1.04,1182.02,1183.06,229,,,,,,,
teacher,19m 43s,19m 44s,Okay.,1.12,1183.06,1184.18,230,,,,,,,
teacher,19m 44s,19m 44s,No comment.,0.48,1184.18,1184.66,230,,,,,,,
teacher,19m 44s,19m 44s,,0.16,1184.66,1184.82,230,,,,,,,
teacher,19m 44s,19m 46s,Let's keep moving.,1.2,1184.82,1186.02,230,,,,,,,
teacher,19m 46s,19m 46s,,0.16,1186.02,1186.18,230,,,,,,,
teacher,19m 46s,19m 46s,All right.,0.48,1186.18,1186.66,230,,,,,,,
teacher,19m 46s,19m 47s,,0.96,1186.66,1187.62,230,,,,,,,
teacher,19m 47s,19m 49s,So I'm gonna play all this video.,1.68,1187.62,1189.3,230,,,,,,,
teacher,19m 49s,19m 50s,And it's very.,1.0,1189.3,1190.3,230,,,,,,,
teacher,19m 50s,19m 51s,It's a short time.,1.44,1190.3,1191.74,230,,,,,,,
teacher,19m 51s,19m 53s,"Play it a couple times, so y' all can see it.",1.8,1191.74,1193.54,230,,,,,,,
teacher,19m 53s,19m 53s,,0.32,1193.54,1193.86,230,,,,,,,
teacher,19m 53s,20m 0s,But this is cavity causing plaque growing in less than twenty four hours.,6.24,1193.86,1200.1,230,,,,,,,
teacher,20m 0s,20m 0s,,0.64,1200.1,1200.74,230,,,,,,,
teacher,20m 0s,20m 4s,"I'm a muted cause he just talks a little, so it's kind of.",4.14,1200.74,1204.88,230,,,,,,,
teacher,20m 4s,20m 8s,"Like, so here's the bacteria growing.",3.36,1204.88,1208.24,230,,,,,,,
teacher,20m 8s,20m 12s,Then it's dividing and dividing and dividing and boom.,4.4,1208.24,1212.64,230,,,,,,,
teacher,20m 12s,20m 14s,,1.68,1212.64,1214.32,230,,,,,,,
teacher,20m 14s,20m 15s,Let me slow it down a little bit.,1.52,1214.32,1215.84,230,,,,,,,
student,20m 15s,20m 16s,[Untranscribed],1.04,1215.84,1216.88,231,,,,,,,
teacher,20m 16s,20m 18s,"All right, again.",1.92,1216.88,1218.8,232,,,,,,,
teacher,20m 18s,20m 18s,,0.08,1218.8,1218.88,232,,,,,,,
teacher,20m 18s,20m 21s,This is cavity causing plaque.,2.56,1218.88,1221.44,232,,,,,,,
teacher,20m 21s,20m 21s,,0.16,1221.44,1221.6,232,,,,,,,
teacher,20m 21s,20m 23s,So cavity causing bacteria.,2.2,1221.6,1223.8,232,,,,,,,
teacher,20m 23s,20m 25s,Growth by division.,2.12,1223.8,1225.92,232,,,,,,,
teacher,20m 25s,20m 26s,Look at this.,0.64,1225.92,1226.56,232,,,,,,,
student,20m 26s,20m 29s,[Untranscribed],2.49,1226.56,1229.05,233,,,,,,,
teacher,20m 29s,20m 30s,Look like spaghetti noodles.,1.52,1229.05,1230.57,234,,,,,,,
student,20m 30s,20m 31s,[Untranscribed],1.04,1230.57,1231.61,235,,,,,,,
teacher,20m 31s,20m 32s,"All right, last time.",1.12,1231.61,1232.73,236,,,,,,,
student,20m 32s,20m 33s,[Untranscribed],1.12,1232.73,1233.85,237,,,,,,,
teacher,20m 33s,20m 35s,This occurs less than twenty four hours.,2.0,1233.85,1235.85,238,,,,,,,
student,20m 35s,20m 42s,[Untranscribed],6.76,1235.85,1242.61,239,,,,,,,
teacher,20m 42s,20m 44s,,1.56,1242.61,1244.17,240,,,,,,,
teacher,20m 44s,20m 44s,All right.,0.48,1244.17,1244.65,240,,,,,,,
teacher,20m 44s,20m 45s,,0.4,1244.65,1245.05,240,,,,,,,
teacher,20m 45s,20m 55s,"¿Considering our live investigation, do you think after watching this video we would have seen bacterial growth in three days if we were to swab our mouth?",10.07,1245.05,1255.12,240,1,,1,1,,,
teacher,20m 55s,20m 55s,,0.31,1255.12,1255.43,240,1,,1,1,,,
teacher,20m 55s,20m 56s,Yes or no.,0.84,1255.43,1256.27,240,1,,1,1,,,
teacher,20m 56s,20m 57s,And explain your answer.,1.32,1256.27,1257.59,240,1,,1,1,,,
teacher,20m 57s,20m 57s,,0.16,1257.59,1257.75,240,,,,,,,
teacher,20m 57s,20m 59s,I'm going to put up a timer.,1.6,1257.75,1259.35,240,,,,,,,
teacher,20m 59s,20m 59s,,0.32,1259.35,1259.67,240,,,,,,,
teacher,20m 59s,21m 4s,Keep us on track because we got a lot of stuff to cover today.,4.96,1259.67,1264.63,240,,,,,,,
teacher,21m 4s,21m 5s,,1.2,1264.63,1265.83,240,,,,,,,
teacher,21m 5s,21m 7s,Two minute timer on the board.,2.08,1265.83,1267.91,240,,,,,,,
student,21m 7s,21m 9s,[Untranscribed],1.12,1267.91,1269.03,241,,,,,,,
teacher,21m 9s,21m 12s,Dos minute completo Chibajo four.,3.04,1269.03,1272.07,242,,,,,,,
student,21m 12s,21m 15s,[Untranscribed],3.04,1272.07,1275.11,243,,,,,,,
teacher,21m 15s,21m 15s,All right.,0.48,1275.11,1275.59,244,,,,,,,
student,21m 15s,21m 18s,[Untranscribed],2.96,1275.59,1278.55,245,,,,,,,
teacher,21m 18s,21m 19s,All right.,0.64,1278.55,1279.19,246,,,,,,,
student,21m 19s,21m 27s,[Untranscribed],7.91,1279.19,1287.1,247,,,,,,,
teacher,21m 27s,21m 27s,All right.,0.4,1287.1,1287.5,248,,,,,,,
