speaker,start_time,end_time,utterance,duration_in_seconds,start_time_in_seconds,end_time_in_seconds,bubble_idx,opportunities_to_respond,wait_times,presses_for_explanation,open_ended_questions,praises,behavior_specific_praises,academic_specific_praises
teacher,9m 34s,9m 35s,He never told me that.,1.2,574.76,575.96,131,,,,,,,
student,9m 35s,9m 38s,[Untranscribed],2.16,575.96,578.12,132,,,,,,,
teacher,9m 38s,9m 39s,"Fenley was pretty shy, though.",1.76,578.12,579.88,133,,,,,,,
teacher,9m 39s,9m 40s,,0.92,579.88,580.8,133,,,,,,,
teacher,9m 40s,9m 41s,It's Pretty quiet.,1.04,580.8,581.84,133,,,,,,,
student,9m 41s,9m 45s,[Untranscribed],3.382,581.84,585.222,134,,,,,,,
silence,9m 45s,9m 47s,,2.599,585.222,587.821,135,,,,,,,
student,9m 47s,9m 49s,[Untranscribed],1.459,587.821,589.28,136,,,,,,,
teacher,9m 49s,9m 51s,Maybe he didn't think about it.,1.76,589.28,591.04,137,,,,,,,
student,9m 51s,10m 1s,[Untranscribed],10.467,591.04,601.507,138,,,,,,,
silence,10m 1s,10m 5s,,3.999,601.507,605.506,139,,,,,,,
student,10m 5s,10m 7s,,2.024,605.506,607.53,140,,,,,,,
student,10m 7s,10m 8s,"Okay,",0.48,607.53,608.01,140,,,,,,,
silence,10m 8s,10m 11s,,3.773,608.01,611.783,141,,,,,,,
student,10m 11s,10m 12s,[Untranscribed],1.187,611.783,612.97,142,,,,,,,
teacher,10m 12s,10m 14s,"we talked about,",1.6,612.97,614.57,143,,,,,,,
student,10m 14s,10m 15s,[Untranscribed],1.095,614.57,615.665,144,,,,,,,
silence,10m 15s,10m 17s,,2.105,615.665,617.77,145,,,,,,,
teacher,10m 17s,10m 21s,we talked a little bit about Hindu.,3.84,617.77,621.61,146,,,,,,,
teacher,10m 21s,10m 21s,,0.32,621.61,621.93,146,,,,,,,
teacher,10m 21s,10m 22s,Hinduism.,0.8,621.93,622.73,146,,,,,,,
teacher,10m 22s,10m 23s,,0.64,622.73,623.37,146,,,,,,,
teacher,10m 23s,10m 31s,"And we said how they have, they believe in lots and lots of different gods and they've got, like, four main gods.",8.08,623.37,631.45,146,,,,,,,
student,10m 31s,10m 32s,[Untranscribed],1.33,631.45,632.78,147,,,,,,,
teacher,10m 32s,10m 38s,One of their gods they believe in is the River God for the Ganges River.,6.0,632.78,638.78,148,,,,,,,
student,10m 38s,10m 39s,,1.12,638.78,639.9,149,,,,,,,
student,10m 39s,10m 40s,What's his name?,0.88,639.9,640.78,149,,,,,,,
student,10m 40s,10m 43s,,2.72,640.78,643.5,149,,,,,,,
teacher,10m 43s,10m 44s,Ganges.,0.72,643.5,644.22,150,,,,,,,
student,10m 44s,10m 46s,,2.48,644.22,646.7,151,,,,,,,
student,10m 46s,10m 48s,"Is he, like, one of the best?",1.6,646.7,648.3,151,,,,,,,
student,10m 48s,10m 49s,,1.2,648.3,649.5,151,,,,,,,
teacher,10m 49s,10m 55s,"He's not one of the main ones, but he is an important one for them.",5.6,649.5,655.1,152,,,,,,,
student,10m 55s,10m 58s,[Untranscribed],3.29,655.1,658.39,153,,,,,,,
teacher,10m 58s,10m 59s,So we talked a little bit about that.,1.6,658.39,659.99,154,,,,,,,
student,10m 59s,11m 1s,[Untranscribed],1.36,659.99,661.35,155,,,,,,,
teacher,11m 1s,11m 3s,We're going to also learn about.,1.68,661.35,663.03,156,,,,,,,
teacher,11m 3s,11m 3s,,0.64,663.03,663.67,156,,,,,,,
teacher,11m 3s,11m 7s,"In China, there's a different religion called Buddhism.",4.32,663.67,667.99,156,,,,,,,
teacher,11m 7s,11m 8s,,0.72,667.99,668.71,156,,,,,,,
teacher,11m 8s,11m 10s,"So we'll learn about that, too.",1.6,668.71,670.31,156,,,,,,,
teacher,11m 10s,11m 14s,"We're not going to learn about that today, but we'll learn about that one.",4.24,670.31,674.55,156,,,,,,,
teacher,11m 14s,11m 15s,,0.683,674.55,675.233,156,,,,,,,
student,11m 15s,11m 19s,,4.677,675.233,679.91,157,,,,,,,
student,11m 19s,11m 21s,"Yeah, yeah.",1.12,679.91,681.03,157,,,,,,,
teacher,11m 21s,11m 24s,"Hinduism has the third, third biggest.",3.03,681.03,684.06,158,,,,,,,
teacher,11m 24s,11m 24s,,0.48,684.06,684.54,158,,,,,,,
student,11m 24s,11m 26s,"Wait, is Christian one of the biggest?",2.24,684.54,686.78,159,,,,,,,
student,11m 26s,11m 27s,,0.24,686.78,687.02,159,,,,,,,
teacher,11m 27s,11m 28s,Christianity is.,1.84,687.02,688.86,160,,,,,,,
student,11m 28s,11m 31s,[Untranscribed],2.16,688.86,691.02,161,,,,,,,
teacher,11m 31s,11m 34s,"I think it's one of the main, one of the biggest.",3.36,691.02,694.38,162,,,,,,,
student,11m 34s,11m 35s,[Untranscribed],1.154,694.38,695.534,163,,,,,,,
silence,11m 35s,11m 43s,,7.886,695.534,703.42,164,,,,,,,
teacher,11m 43s,11m 45s,"Okay, so this is Hinduism.",1.76,703.42,705.18,165,,,,,,,
teacher,11m 45s,11m 45s,,0.64,705.18,705.82,165,,,,,,,
teacher,11m 45s,11m 48s,"They believe, like, these three main.",2.32,705.82,708.14,165,,,,,,,
student,11m 48s,11m 50s,,2.63,708.14,710.77,166,,,,,,,
student,11m 50s,11m 56s,"Why do they believe in, like, the Destroyer and the Creator One like that and, like, he destroys.",5.68,710.77,716.45,166,,,,,,,
student,11m 56s,11m 56s,,0.48,716.45,716.93,166,,,,,,,
student,11m 56s,12m 0s,"Why do they, like, why do they, why is he, like, important?",3.68,716.93,720.61,166,,,,,,,
student,12m 0s,12m 3s,,2.72,720.61,723.33,166,,,,,,,
teacher,12m 3s,12m 5s,"Yeah, that's like, I'm not sure.",2.56,723.33,725.89,167,,,,,,,
teacher,12m 5s,12m 6s,,0.96,725.89,726.85,167,,,,,,,
teacher,12m 6s,12m 8s,We're just introducing it to you.,1.92,726.85,728.77,167,,,,,,,
teacher,12m 8s,12m 10s,We're just saying it so you know that.,1.84,728.77,730.61,167,,,,,,,
teacher,12m 10s,12m 15s,"Okay, India has this religion called Buddhism or Hinduism.",4.73,730.61,735.34,167,,,,,,,
teacher,12m 15s,12m 15s,,0.16,735.34,735.5,167,,,,,,,
teacher,12m 15s,12m 23s,"We're not, we're not really going to talk about, talk about it here at home.",7.52,735.5,743.02,167,,,,,,,
teacher,12m 23s,12m 23s,,0.08,743.02,743.1,167,,,,,,,
teacher,12m 23s,12m 24s,You can Google it.,1.52,743.1,744.62,167,,,,,,,
teacher,12m 24s,12m 28s,You can use a little more just to find out.,3.44,744.62,748.06,167,,,,,,,
teacher,12m 28s,12m 30s,,1.94,748.06,750,167,,,,,,,
student,12m 30s,12m 33s,[Untranscribed],3.82,750,753.82,168,,,,,,,
teacher,12m 33s,12m 36s,"All right, we need to keep going so we can get lunch.",2.56,753.82,756.38,169,,,,,,,
silence,12m 36s,12m 38s,,2.115,756.38,758.495,170,,,,,,,
student,12m 38s,12m 44s,[Untranscribed],6.159,758.495,764.654,171,,,,,,,
silence,12m 44s,12m 47s,,2.481,764.654,767.135,172,,,,,,,
student,12m 47s,12m 52s,[Untranscribed],5.366,767.135,772.501,173,,,,,,,
silence,12m 52s,12m 54s,,2.211,772.501,774.712,174,,,,,,,
student,12m 54s,12m 57s,[Untranscribed],2.582,774.712,777.293,175,,,,,,,
silence,12m 57s,12m 59s,,1.789,777.293,779.082,176,,,,,,,
student,12m 59s,13m 2s,[Untranscribed],3.308,779.082,782.39,177,,,,,,,
teacher,13m 2s,13m 4s,So this is the costume they wear.,1.68,782.39,784.07,178,,,,,,,
teacher,13m 4s,13m 7s,This is a traditional way that they dress there.,3.45,784.07,787.52,178,,,,,,,
student,13m 7s,13m 9s,[Untranscribed],2.08,787.52,789.6,179,,,,,,,
teacher,13m 9s,13m 15s,"They like, it just looks unique for them.",6.32,789.6,795.92,180,,,,,,,
student,13m 15s,13m 18s,[Untranscribed],2.16,795.92,798.08,181,,,,,,,
teacher,13m 18s,13m 20s,So part of their tradition or custom?,2.24,798.08,800.32,182,,,,,,,
teacher,13m 20s,13m 22s,,1.68,800.32,802.0,182,,,,,,,
teacher,13m 22s,13m 29s,Some of the women mark their foreheads with the dot and then.,7.12,802.0,809.12,182,,,,,,,
teacher,13m 29s,13m 29s,,0.72,809.12,809.84,182,,,,,,,
teacher,13m 29s,13m 31s,So it's custom.,1.85,809.84,811.69,182,,,,,,,
teacher,13m 31s,13m 32s,,0.32,811.69,812.01,182,,,,,,,
teacher,13m 32s,13m 32s,That's very custom.,0.96,812.01,812.97,182,,,,,,,
teacher,13m 32s,13m 33s,,0.4,812.97,813.37,182,,,,,,,
student,13m 33s,13m 36s,What's the thing that looks like coming out of the mouth?,2.64,813.37,816.01,183,,,,,,,
student,13m 36s,13m 36s,,0.16,816.01,816.17,183,,,,,,,
teacher,13m 36s,13m 42s,"She's, I think it's something like a nose ring type thing.",6.72,816.17,822.89,184,,,,,,,
teacher,13m 42s,13m 44s,And it's hanging from her nose?,1.6,822.89,824.49,184,,,,,,,
teacher,13m 44s,13m 44s,,0.4,824.49,824.89,184,,,,,,,
student,13m 44s,13m 45s,"No, not that.",0.96,824.89,825.85,185,,,,,,,
student,13m 45s,13m 46s,,0.32,825.85,826.17,185,,,,,,,
teacher,13m 46s,13m 46s,This.,0.4,826.17,826.57,186,,,,,,,
teacher,13m 46s,13m 46s,,0.24,826.57,826.81,186,,,,,,,
teacher,13m 46s,13m 50s,"Yeah, Yeah, I think it's hanging from her nose.",3.2,826.81,830.01,186,,,,,,,
teacher,13m 50s,13m 50s,,0.88,830.01,830.89,186,,,,,,,
teacher,13m 50s,13m 53s,"I, I, I can't tell for sure.",2.48,830.89,833.37,186,,,,,,,
teacher,13m 53s,13m 53s,,0.56,833.37,833.93,186,,,,,,,
teacher,13m 53s,13m 57s,"Hey, these are candles, so.",3.77,833.93,837.7,186,,,,,,,
teacher,13m 57s,13m 58s,,0.48,837.7,838.18,186,,,,,,,
teacher,13m 58s,13m 58s,Excuse me.,0.72,838.18,838.9,186,,,,,,,
teacher,13m 58s,13m 58s,,0.08,838.9,838.98,186,,,,,,,
teacher,13m 58s,13m 59s,Sit.,0.28,838.98,839.26,186,,,,,,,
teacher,13m 59s,14m 3s,"Your own candles are part of Diwali,",4.68,839.26,843.94,186,,,,,,,
teacher,14m 3s,14m 4s,,0.988,843.94,844.928,186,,,,,,,
silence,14m 4s,14m 10s,,5.492,844.928,850.42,187,,,,,,,
teacher,14m 10s,14m 13s,"so they, they celebrate the flights.",2.88,850.42,853.3,188,,,,,,,
teacher,14m 13s,14m 14s,,0.88,853.3,854.18,188,,,,,,,
teacher,14m 14s,14m 20s,"Just like in Christmas time, we put up lots of lights, so in that way it's similar.",6.64,854.18,860.82,188,,,,,,,
student,14m 20s,14m 23s,,2.42,860.82,863.24,189,,,,,,,
student,14m 23s,14m 30s,School was at my old school.,6.8,863.24,870.04,189,,,,,,,
student,14m 30s,14m 36s,,6.56,870.04,876.6,189,,,,,,,
teacher,14m 36s,14m 38s,Put your hands on your desk.,1.68,876.6,878.28,190,,,,,,,
student,14m 38s,14m 39s,"No, the Chalk Festival.",1.4,878.28,879.68,191,,,,,,,
student,14m 39s,14m 40s,She also.,0.52,879.68,880.2,191,,,,,,,
student,14m 40s,14m 41s,,1.76,880.2,881.96,191,,,,,,,
teacher,14m 41s,14m 43s,"Oh, so she talked about it.",1.84,881.96,883.8,192,,,,,,,
teacher,14m 43s,14m 43s,,0.08,883.8,883.88,192,,,,,,,
teacher,14m 43s,14m 44s,Yes.,0.48,883.88,884.36,192,,,,,,,
teacher,14m 44s,14m 44s,,0.48,884.36,884.84,192,,,,,,,
teacher,14m 44s,14m 47s,"Well, that's neat, Mr.",2.16,884.84,887.0,192,,,,,,,
teacher,14m 47s,14m 47s,Robert.,0.64,887.0,887.64,192,,,,,,,
student,14m 47s,14m 48s,[Untranscribed],1.147,887.64,888.787,193,,,,,,,
silence,14m 48s,14m 53s,,4.725,888.787,893.512,194,,,,,,,
student,14m 53s,14m 55s,[Untranscribed],1.991,893.512,895.503,195,,,,,,,
silence,14m 55s,15m 0s,,5.017,895.503,900.52,196,,,,,,,
